代码		    名称		涨幅		现价		当日成交额		主力净额		资金流向		主力资金流向[20260112]		净流入		换手		量比		流通市值		连续涨停天数		涨停原因类别		所属行业		所属概念		涨停开板次数		几天几板		10日涨幅		20日涨幅		竞价涨幅%		开盘涨幅		早盘竞价金额		尾盘竞价金额		首次涨停时间		最终涨停时间		
SZ300619	金银河		-4.98%		45.38		8.22亿		-103054033	--		-1.05亿		-138802702	12.28%		1.46		66.01亿		--		--		电池		【硅能源;有机硅概念;钠离子电池;固态电池;小金属概念;锂电池概念;光伏概念;新能源汽车;高端装备;粤港澳大湾区;深股通】	--		--		+0.84%		-8.01%		+1.65		+1.65%		6733885		7492238		--		--		
SZ300620	光库科技	+3.10%		157.70		37.10亿		-134912110	1.70亿		3801.63万	169930170	9.83%		1.40		389.69亿	--		--		通信设备	【共封装光学(CPO);光纤概念;5G;数据中心;量子科技;芯片概念;3D打印;无人驾驶;横琴新区;粤港澳大湾区;商业航天;2025三季报预增;海工装备;一带一路;国企改革;2025年报预增;股权转让(并购重组);深股通;融资融券】	--		--		+0.66%		-7.24%		-0.63		-0.63%		9503344		40844300	--		--		
SZ300621	维业股份	+1.52%		8.71		4026.47万	-2323559	618.95万	131.27万	6189525		2.30%		0.92		17.64亿		--		--		建筑装饰	【新型城镇化;装配式建筑;建筑节能;雄安新区;光伏建筑一体化;横琴新区;国企改革;粤港澳大湾区;华为概念;风电】	--		--		+1.87%		+2.71%		+0.00		+0.00%		676104		213395		--		--		
SZ300622	博士眼镜	+4.63%		33.91		7.90亿		+14770628	1.35亿		6549.02万	135475346	15.27%		1.35		52.82亿		--		--		零售		【AI眼镜;智能穿戴;消费电子概念;虚拟现实;小米概念;华为概念;粤港澳大湾区;IP经济(谷子经济);眼科医疗;深股通】	--		--		+11.03%		+10.64%		+0.59		+0.59%		1362354		12701330	--		--		
SZ300623	捷捷微电	+1.23%		29.52		7.22亿		-7247292	762.92万	1241.15万	7629225		3.22%		1.33		226.54亿	--		--		半导体		【汽车芯片;第三代半导体;芯片概念;中芯国际概念;汽车电子;专精特新;5G;柔性直流输电;新能源汽车;充电桩;高压快充;深股通;股权转让(并购重组);融资融券】	--		--		+6.46%		+13.54%		-0.27		-0.27%		2925448		6892920		--		--		
SZ300624	万兴科技	+20.00%		99.06		37.39亿		+366247700	4.08亿		4.96亿		408228980	23.85%		2.22		169.62亿	--		AI应用+万兴天幕AI+鸿蒙适配	软件开发	【Sora概念(文生视频);ChatGPT概念;多模态AI;Web3.0;AIGC概念;云办公;虚拟数字人;AI智能体;阿里巴巴概念;数据安全;元宇宙;百度概念;信创;鸿蒙概念;同花顺新质50;虚拟现实;DeepSeek概念;人工智能;华为概念;物联网;网红经济;机器人概念;智能家居;创投;人民币贬值受益;西部大开发;回购增持再贷款概念;AI应用;融资融券;深股通】	--		--		+46.73%		+44.85%		+3.85		+3.85%		36075184	3679088		13:45:21	13:55:30	
SZ300625	三雄极光	+1.06%		12.37		3610.62万	-242890		339.84万	335.76万	3398384		1.81%		1.03		20.04亿		--		--		光学光电子	【跨境电商;智慧灯杆;智慧城市;家用电器;智能家居】	--		--		+2.32%		+3.00%		-0.33		-0.33%		307440		316672		--		--		
SZ300626	华瑞股份	+8.49%		18.01		4.03亿		+3104564	--		149.65万	-9332151	12.40%		1.24		32.40亿		--		--		电机		【家用电器;机器人概念;军工;国企改革;医药电商;新能源汽车;特斯拉概念】	--		--		+26.30%		+41.14%		+2.83		+2.83%		3900495		3090516		--		--		
SZ300627	华测导航	+8.48%		46.30		27.24亿		+47448510	1.73亿		1.50亿		172506650	9.22%		1.10		299.87亿	--		--		通信设备	【卫星导航;商业航天;无人驾驶;低空经济;小米汽车;无人机;机器人概念;农机;长三角一体化;百度概念;智慧城市;芯片概念;雅下水电概念;水利;比亚迪概念;融资融券;深股通】	--		--		+37.67%		+50.81%		+3.07		+3.07%		32455822	21774890	--		--		
SZ300628	亿联网络	+2.27%		37.41		4.93亿		+14803675	1542.94万	-154.30万	15429438	1.82%		1.62		271.48亿	--		--		通信设备	【人民币贬值受益;腾讯概念;信创;工业互联网;云办公;福建自贸区;海峡两岸;深股通;融资融券】	--		--		+1.52%		+7.38%		+0.27		+0.27%		1140748		3449202		--		--		
SZ300629	新劲刚		+15.52%		33.27		18.18亿		-1959600	6990.92万	3472.63万	69909160	26.02%		1.32		72.14亿		--		--		军工电子	【军工信息化;商业航天;军民融合;大飞机;卫星导航;碳纤维;军工;无人机;低空经济;国产操作系统;芯片概念;新能源汽车;深股通;融资融券】	--		--		+53.04%		+69.92%		+3.82		+3.82%		21871850	21409245	--		--		
SZ300631	久吾高科	+1.42%		30.73		1.63亿		-4658080	--		337.04万	-570893		4.41%		1.20		37.03亿		--		--		环保设备	【盐湖提锂;稀土永磁;固态电池;锂电池概念;净水概念;光伏概念;污水处理;专精特新;垃圾分类】	--		--		+5.89%		+7.45%		+2.90		+2.90%		1836502		1770048		--		--		
SZ300632	光莆股份	+2.20%		15.82		3.05亿		-13566471	541.28万	-22.41万	5412775		8.74%		0.69		35.00亿		--		--		光学光电子	【福建自贸区;海峡两岸;柔性屏(折叠屏);MiniLED;PET铜箔;无人机;传感器;5G;鸿蒙概念;养老概念;脑机接口;汽车电子;消费电子概念;家用电器;机器人概念;智能穿戴;比亚迪概念;无人驾驶;富士康概念;无线耳机;充电桩;AI眼镜;OLED;PCB概念;人民币贬值受益;芯片概念;一带一路;医美概念;人形机器人;储能;固态电池;锂电池概念;消毒剂;第三代半导体;先进封装】	--		--		+9.63%		+6.10%		+0.39		+0.39%		955710		4171734		--		--		
SZ300633	开立医疗	+1.66%		29.45		1.58亿		-13325070	3715.08万	961.92万	37150784	1.25%		0.71		127.43亿	--		--		医疗器械	【医疗器械概念;宠物经济;智能医疗;中俄贸易概念;融资融券;深股通】	--		--		+10.09%		+12.28%		+1.83		+1.83%		1852600		2046775		--		--		
SZ300634	彩讯股份	+13.17%		33.43		24.62亿		+86563050	9984.63万	6600.54万	99855460	17.89%		2.89		145.28亿	--		--		IT服务		【智谱AI;ChatGPT概念;云办公;多模态AI;AIGC概念;AI智能体;虚拟数字人;华为鲲鹏;云计算;华为昇腾;数据安全;智慧政务;信创;元宇宙;鸿蒙概念;百度概念;抖音概念(字节概念);阿里巴巴概念;网络安全;数据要素;腾讯概念;区块链;算力租赁;虚拟现实;DeepSeek概念;人工智能;车联网(车路协同);数字经济;东数西算(算力);智慧城市;华为概念;IP经济(谷子经济);智能医疗;低空经济;无人驾驶;数据中心;机器人概念;粤港澳大湾区;5G;创投;6G概念;飞行汽车(eVTOL);融资融券;深股通】	--		--		+36.50%		+37.52%		+5.28		+5.28%		23881690	20994040	--		--		
SZ300635	中达安		+2.65%		17.05		1.34亿		+7167550	--		-357.89万	-14297753	6.67%		2.08		20.53亿		--		--		建筑装饰	【新型城镇化;土壤修复;污水处理;乡村振兴;水利;智慧城市;数字孪生;数据要素;人工智能;国企改革;华为鲲鹏;安防;低空经济;东数西算(算力);数据中心;风电;5G;股权转让(并购重组)】	--		--		+4.28%		+5.90%		+0.36		+0.36%		296726		3186645		--		--		
SZ300636	同和药业	+0.52%		7.77		4922.97万	-3456341	115.86万	4.58万		1158608		1.73%		1.08		28.54亿		--		--		化学制药	【仿制药一致性评价;人民币贬值受益】	--		--		+1.70%		-0.77%		+0.13		+0.13%		1118430		442890		--		--		
SZ300637	扬帆新材	+1.34%		12.81		1.47亿		-5254354	790.14万	726.39万	7901419		4.95%		0.85		30.04亿		--		--		化学制品	【PCB概念】	--		--		+4.83%		+6.31%		+0.00		+0.00%		1212176		886452		--		--		
SZ300638	广和通		+16.54%		36.00		39.73亿		+440844270	7.12亿		6.23亿		711644270	22.25%		2.15		190.96亿	--		--		通信设备	【WiFi 6;AI眼镜;毫米波雷达;消费电子概念;智能座舱;汽车电子;卫星导航;5G;东数西算(算力);人形机器人;物联网;车联网(车路协同);AI智能体;机器人概念;商业航天;阿里巴巴概念;机器视觉;移动支付;人工智能;低空经济;比亚迪概念;区块链;DeepSeek概念;工业互联网;专精特新;粤港澳大湾区;智能电网;人民币贬值受益;虚拟电厂;海峡两岸;深股通;融资融券】	--		--		+28.89%		+28.53%		+2.46		+2.46%		14863473	45136800	--		--		
SZ300639	凯普生物	+1.06%		5.74		4931.87万	-1689174	320.79万	9.25万		3207869		1.36%		0.91		36.46亿		--		--		医疗器械	【民营医院;流感;肝炎概念;基因测序;猴痘概念;幽门螺杆菌概念;辅助生殖;医疗器械概念;创新药;智能医疗;人工智能;DeepSeek概念;回购增持再贷款概念;融资融券】	--		--		+3.61%		+3.42%		+0.35		+0.35%		475380		921844		--		--		
SZ300640	德艺文创	+3.96%		8.67		3.89亿		-21900967	368.59万	-776.14万	3685936		20.82%		1.23		19.14亿		--		--		家居用品	【福建自贸区;海峡两岸;IP经济(谷子经济);三胎概念;跨境电商;宠物经济;中俄贸易概念;智能家居;家用电器;人民币贬值受益;储能;智能穿戴;新能源汽车】	--		--		+0.23%		+2.24%		+0.48		+0.48%		1960920		5094492		--		--		
SZ300641	正丹股份	+1.24%		18.80		1.94亿		-16842151	1135.13万	-883.60万	11351308	1.98%		1.27		98.80亿		--		--		化学制品	【锂电池概念;深股通;融资融券】	--		--		+5.44%		+3.35%		+1.18		+1.18%		1965434		2806840		--		--		
SZ300642	透景生命	+2.85%		20.93		2.75亿		+6946833	--		-325.46万	-19954968	9.48%		1.68		28.82亿		--		--		医疗器械	【创新药;猴痘概念;辅助生殖;肝炎概念;流感;基因测序;智能医疗;医疗器械概念;DeepSeek概念;上海自贸区;专精特新】	--		--		+8.84%		+13.44%		+0.74		+0.74%		3267700		2270905		--		--		
SZ300643	万通智控	+1.50%		20.25		1.74亿		-13783915	954.23万	559.99万	9542250		3.79%		1.13		46.75亿		--		--		汽车零部件	【华为汽车;长安汽车概念;传感器;特斯拉概念;专精特新;人民币贬值受益;汽车电子;车联网(车路协同);芯片概念;深股通】	--		--		+3.69%		+9.16%		+0.55		+0.55%		359074		1160325		--		--		
SZ300644	南京聚隆	+0.56%		37.42		2.07亿		-8973929	1696.82万	579.52万	16968213	6.37%		0.98		32.62亿		--		--		塑料制品	【PEEK材料;碳纤维;汽车热管理;低空经济;人形机器人;无人机;新能源汽车;家用电器;机器人概念;比亚迪概念;高铁;特斯拉概念;可降解塑料;5G;毫米波雷达;专精特新;充电桩;小米概念;特高压;回购增持再贷款概念;储能;3D打印】	--		--		+8.24%		+15.00%		+0.38		+0.38%		1314720		1874742		--		--		
SZ300645	正元智慧	+5.60%		20.55		2.41亿		-5218363	3539.27万	1360.78万	35392678	8.54%		2.60		28.63亿		--		--		计算机设备	【职业教育;蚂蚁集团概念;在线教育;体育产业;数据要素;数字经济;Web3.0;养老概念;智慧城市;数字货币;区块链;AIGC概念;人脸识别;食品安全;移动支付;人工智能;智慧政务;华为鲲鹏;DeepSeek概念;数字孪生;共同富裕示范区;华为欧拉;创投;云计算;元宇宙;AI智能体;腾讯概念;百度概念;物联网;阿里巴巴概念;华为昇腾;智谱AI;华为概念;数据中心】	--		--		+11.32%		+16.43%		+1.08		+1.08%		1502788		3205800		--		--		
SZ300647	超频三		+2.90%		7.45		3.24亿		-21224977	1215.69万	-364.47万	12156949	9.65%		1.12		34.02亿		--		--		消费电子	【锂电池概念;动力电池回收;智慧灯杆;数据中心;消费电子概念;液冷服务器;智慧城市;5G;跨境电商;一带一路】	--		--		+2.34%		+4.20%		-0.28		-0.28%		2407870		4893279		--		--		
SZ300648	星云股份	+10.22%		62.23		12.27亿		-136718830	3.14亿		1.24亿		314214136	14.79%		2.59		82.57亿		--		--		电池		【固态电池;宁德时代概念;高压快充;锂电池概念;福建自贸区;海峡两岸;两轮车;消费电子概念;储能;虚拟电厂;燃料电池;充电桩;比亚迪概念;新能源汽车;专精特新;华为概念;小米汽车;华为汽车;海工装备;人形机器人;鸿蒙概念;深股通;融资融券】	--		--		+8.08%		+23.79%		+3.24		+3.24%		4610739		14169771	--		--		
SZ300649	杭州园林	+0.54%		14.87		4086.27万	-622223		--		97.53万		-158789		2.60%		0.78		15.78亿		--		--		建筑装饰	【新型城镇化;IP经济(谷子经济);雄安新区;PPP概念;共同富裕示范区;水利;碳中和;区块链】	--		--		+2.91%		+5.01%		+0.14		+0.14%		300643		1066179		--		--		
SZ300650	太龙股份	+1.03%		17.71		2.21亿		-13602390	394.07万	439.44万	3940705		7.37%		1.24		30.17亿		--		--		其他电子	【无线耳机;MiniLED;汽车电子;元宇宙;小米概念;存储芯片;5G;华为概念;海峡两岸;传感器;智慧灯杆;物联网;比亚迪概念;智慧城市;芯片概念;机器人概念;人民币贬值受益】	--		--		+3.33%		+0.63%		-0.06		-0.06%		520344		3515435		--		--		
SZ300651	金陵体育	+5.28%		22.54		2.39亿		-9486992	4584.71万	1927.05万	45847085	12.31%		2.12		19.71亿		--		--		家居用品	【足球概念;体育产业】	--		--		+8.37%		+5.28%		+1.07		+1.07%		625396		3060076		--		--		
SZ300652	雷迪克		+2.20%		61.39		5.65亿		+21676061	--		-935.90万	-46434890	7.76%		0.65		73.49亿		--		--		汽车零部件	【人形机器人;长安汽车概念;脑机接口;机器人概念;新能源汽车;无人驾驶;专精特新;芯片概念;深股通】	--		--		+16.14%		+18.38%		+1.05		+1.05%		2142710		5739351		--		--		
SZ300653	正海生物	+1.13%		21.39		7496.65万	-5711873	324.00万	-344.15万	3239975		1.95%		1.04		38.50亿		--		--		医疗器械	【辅助生殖;合成生物;重组蛋白;医疗器械概念;牙科医疗;专精特新;3D打印;融资融券】	--		--		+3.48%		+2.59%		+0.52		+0.52%		208348		1167894		--		--		
SZ300654	世纪天鸿	+7.93%		11.70		5.56亿		+11334035	6486.93万	3671.85万	64870417	13.91%		2.36		41.21亿		--		--		文化传媒	【AIGC概念;文化传媒概念;在线教育;ChatGPT概念;AI语料;AI智能体;职业教育;人工智能;三胎概念】	--		--		+23.81%		+23.03%		+0.83		+0.83%		2566364		5934240		--		--		
SZ300655	晶瑞电材	+0.26%		19.00		19.03亿		-70568215	--		-6175.17万	-59327000	9.44%		0.71		202.63亿	--		--		电子化学品	【光刻胶;中芯国际概念;国家大基金持股;存储芯片;OLED;芯片概念;无人驾驶;宁德时代概念;比亚迪概念;锂电池概念;融资融券;深股通】	--		--		+8.14%		+14.87%		+0.00		+0.00%		8927345		20423100	--		--		
SZ300656	民德电子	+10.41%		25.34		3.46亿		-18216973	8729.36万	4750.22万	87293558	10.60%		4.38		33.68亿		--		--		其他电子	【机器视觉;传感器;无人驾驶;人工智能;粤港澳大湾区;电子身份证;华为概念;无人机;比亚迪概念;海峡两岸;芯片概念;储能;汽车芯片;第三代半导体;光伏概念;特高压】	--		--		+11.14%		+23.07%		+1.79		+1.79%		932064		3210578		--		--		
SZ300657	弘信电子	+3.19%		31.69		10.94亿		-7041208	1.81亿		1.06亿		180479032	7.43%		1.43		149.29亿	--		--		元件		【AI PC;AI手机;英伟达概念;共封装光学(CPO);华为手机;无线耳机;AI眼镜;PCB概念;液冷服务器;汽车电子;智能穿戴;消费电子概念;新型烟草(电子烟);MiniLED;东数西算(算力);小米概念;数据中心;算力租赁;虚拟现实;柔性屏(折叠屏);华为概念;传感器;智谱AI;元宇宙;云计算;抖音概念(字节概念);阿里巴巴概念;无人机;机器人概念;卫星导航;小米汽车;宁德时代概念;福建自贸区;新能源汽车;商业航天;海峡两岸;DeepSeek概念;军工;智能医疗;储能;深股通;融资融券】	--		--		+12.74%		+9.65%		+1.60		+1.60%		6313102		8350125		--		--		
SZ300658	延江股份	--		--		0.00		--		--		0.00		0		0.00%		0.00		33.42亿		--		--		美容护理	【海峡两岸;福建自贸区;三胎概念;人民币贬值受益】	--		--		+23.91%		+24.64%		--		--		--		--		--		--		
SZ300659	中孚信息	+4.98%		16.86		2.93亿		+2523861	852.28万	328.46万	8521072		9.29%		1.45		32.09亿		--		--		计算机设备	【华为鲲鹏;智慧政务;网络安全;华为昇腾;数据安全;军工信息化;信创;数据确权;鸿蒙概念;数字经济;DeepSeek概念;车联网(车路协同);低空经济;军工;芯片概念】	--		--		+7.80%		-10.18%		+1.99		+1.99%		2055690		2844282		--		--		
SZ300660	江苏雷利	+3.02%		56.98		10.90亿		+17032123	1152.05万	1628.13万	11520486	4.36%		1.52		254.57亿	--		--		电机		【减速器;人形机器人;汽车热管理;机器人概念;比亚迪概念;新能源汽车;液冷服务器;无人驾驶;芯片概念;华为概念;数据中心;物联网;宁德时代概念;军工;军民融合;家用电器;储能;一带一路;深股通;融资融券】	--		--		+9.35%		+15.20%		+0.34		+0.34%		5050500		14054687	--		--		
SZ300661	圣邦股份	+0.47%		73.29		14.94亿		-42316245	1.19亿		250.06万	-25337700	3.46%		1.01		434.43亿	--		--		半导体		【汽车芯片;芯片概念;OLED;无线耳机;消费电子概念;传感器;专精特新;人工智能;锂电池概念;融资融券;深股通】	--		--		+5.06%		+12.81%		+0.34		+0.34%		4999560		25651500	--		--		
SZ300662	科锐国际	+13.09%		30.24		6.15亿		+30521517	1.07亿		5493.60万	106647474	10.57%		5.29		59.36亿		--		--		其他社会服务	【财税数字化;职业教育;数据要素;京津冀一体化;AI智能体;DeepSeek概念;人工智能;雄安新区;华为概念;深股通】	--		--		+20.10%		+20.24%		+1.35		+1.35%		1132780		3338496		--		--		
SZ300663	科蓝软件	+5.51%		20.09		11.23亿		+24104114	1.81亿		9260.45万	180671666	12.36%		2.04		91.92亿		--		--		软件开发	【华为盘古;电子身份证;数字货币;跨境支付(CIPS);华为欧拉;移动支付;Web3.0;华为鲲鹏;财税数字化;数据安全;信创;数据确权;云计算;华为昇腾;蚂蚁集团概念;区块链;鸿蒙概念;互联网金融;AI智能体;智谱AI;网络安全;百度概念;数据要素;数字经济;数字乡村;DeepSeek概念;智慧城市;腾讯概念;阿里巴巴概念;人工智能;虚拟数字人;量子科技;东数西算(算力);物联网;华为概念;化债概念(AMC概念);京津冀一体化;创投;数据中心;无人零售;乡村振兴;小米概念;芯片概念;脑机接口;商业航天;深股通;融资融券】	--		--		+16.53%		+17.69%		+2.68		+2.68%		9464155		11999757	--		--		
SZ300664	鹏鹞环保	+0.72%		5.63		1.25亿		+987289		--		-407.37万	-6690675	2.96%		1.37		42.35亿		--		--		环境治理	【装配式建筑;净水概念;PPP概念;医疗废物处理;污水处理;固废处理;垃圾分类;水利;生物疫苗】	--		--		+3.49%		+3.49%		+0.89		+0.89%		3949128		1338814		--		--		
SZ300665	飞鹿股份	-0.22%		9.23		1.26亿		-31186546	--		-2272.23万	-16109065	6.28%		0.75		20.13亿		--		--		化学制品	【地下管网;新型城镇化;光伏建筑一体化;有机硅概念;高铁;水利;光伏概念;风电;专精特新;一带一路;农业种植;新能源汽车;核电;股权转让(并购重组)】	--		--		-6.10%		-0.43%		+0.00		+0.00%		574425		2125669		--		--		
SZ300666	江丰电子	+1.52%		115.23		17.33亿		+17131334	1.76亿		9790.40万	176077820	6.85%		0.70		254.84亿	--		--		半导体		【中芯国际概念;光刻机;存储芯片;OLED;第三代半导体;芯片概念;光伏概念;碳纤维;深股通;共同富裕示范区;海峡两岸;融资融券】	--		--		+19.72%		+32.10%		-0.98		-0.98%		6597880		19220364	--		--		
SZ300667	必创科技	+6.40%		19.77		4.25亿		+29104215	4546.35万	4176.34万	45465427	12.70%		2.28		34.13亿		--		--		通用设备	【商业航天;量子科技;军工;安防;低空经济;物联网;海工装备;传感器;食品安全;专精特新;虚拟现实;数字经济;水利;智能电网;工业互联网;机器人概念;数据中心;芯片概念;新型工业化;可控核聚变;光伏概念;消费电子概念;光纤概念;第三代半导体;医美概念】	--		--		+11.07%		+15.89%		+0.59		+0.59%		1575567		4216941		--		--		
SZ300668	杰恩设计	+7.14%		30.90		3.08亿		+4294444	1816.45万	1545.86万	18158405	10.16%		1.15		30.81亿		--		--		建筑装饰	【ERP概念;数据确权;新型城镇化;华为概念;AIGC概念;股权转让(并购重组)】	--		--		+16.17%		+65.42%		+3.36		+3.36%		2766368		2620320		--		--		
SZ300669	沪宁股份	-0.12%		25.97		8314.84万	-7435021	--		-620.24万	-5481914	1.74%		2.31		47.40亿		--		--		专用设备	【专精特新;深股通】	--		--		-3.13%		-0.92%		+0.50		+0.50%		146328		477848		--		--		
SZ300670	大烨智能	+0.43%		6.99		8941.30万	-1932201	608.17万	-122.32万	6081659		5.69%		0.95		15.71亿		--		--		电网设备	【电力物联网;智能电网;光伏建筑一体化;储能;海工装备;绿色电力;工业互联网;风电;碳纤维】	--		--		-14.13%		-8.51%		+0.57		+0.57%		399000		705990		--		--		
SZ300671	富满微		+2.63%		35.06		2.45亿		+11154767	2048.49万	1128.91万	20488391	3.20%		1.41		77.39亿		--		--		半导体		【汽车芯片;MCU芯片;第三代半导体;先进封装;无线耳机;芯片概念;WiFi 6;MiniLED;新型烟草(电子烟);5G;毫米波雷达;专精特新;智能家居;粤港澳大湾区;海峡两岸;深股通;融资融券】	--		--		+5.51%		+4.69%		+0.00		+0.00%		1520120		3027431		--		--		
SZ300672	国科微		+5.46%		124.35		24.26亿		+56202330	1.98亿		1.47亿		198497040	9.34%		0.90		261.55亿	--		--		半导体		【存储芯片;国家大基金持股;汽车芯片;WiFi 6;芯片概念;星闪概念;智能座舱;东数西算(算力);卫星导航;专精特新;机器视觉;物联网;虚拟现实;机器人概念;车联网(车路协同);无人驾驶;鸿蒙概念;人工智能;深股通;股权转让(并购重组);融资融券】	--		--		+17.74%		+22.55%		-0.25		-0.25%		24627534	16228919	--		--		
SZ300673	佩蒂股份	+0.43%		18.89		1.94亿		-4935552	--		-561.74万	-12137670	6.45%		1.77		30.59亿		--		--		农产品加工	【宠物经济;人民币贬值受益】	--		--		+0.85%		+7.39%		+0.27		+0.27%		203688		2431143		--		--		
SZ300674	宇信科技	+8.95%		26.17		14.62亿		+110192070	3.20亿		1.71亿		320000581	8.17%		2.81		183.98亿	--		--		IT服务		【数字货币;跨境支付(CIPS);财税数字化;蚂蚁集团概念;Web3.0;AI智能体;ChatGPT概念;信创;智谱AI;鸿蒙概念;云计算;华为欧拉;互联网金融;百度概念;华为鲲鹏;MLOps概念;区块链;阿里巴巴概念;腾讯概念;数据要素;虚拟数字人;抖音概念(字节概念);DeepSeek概念;人工智能;华为概念;京津冀一体化;创投;数据中心;化债概念(AMC概念);融资融券;深股通】	--		--		+15.13%		+20.99%		+1.58		+1.58%		3491640		11512183	--		--		
SZ300675	建科院		+1.19%		16.22		6809.23万	+3006445	536.15万	437.16万	5361487		2.88%		1.21		23.79亿		--		--		建筑装饰	【深圳国企改革;房屋检测;新型城镇化;装配式建筑;建筑节能;职业教育;雄安新区;光伏建筑一体化;乡村振兴;国企改革;碳中和;水利;数据要素;智慧城市;区块链;一带一路;粤港澳大湾区;虚拟电厂;智能电网;数据中心】	--		--		+4.38%		+2.66%		+0.25		+0.25%		800286		1279758		--		--		
SZ300676	华大基因	+5.82%		54.70		11.90亿		+33974068	1.08亿		9318.49万	108061013	5.33%		2.49		227.58亿	--		--		医疗服务	【基因测序;智能医疗;阿尔茨海默概念;医疗器械概念;辅助生殖;数据要素;猴痘概念;区块链;三胎概念;肝炎概念;合成生物;创投;粤港澳大湾区;医药电商;一带一路;深股通;融资融券】	--		--		+19.46%		+24.29%		+0.62		+0.62%		6350421		11143922	--		--		
SZ300677	英科医疗	-1.67%		38.86		5.66亿		-44394270	--		-5042.27万	-107985099	3.12%		1.23		180.93亿	--		--		医疗器械	【跨境电商;养老概念;医疗器械概念;创投;人民币贬值受益;融资融券;深股通】	--		--		-10.61%		-4.31%		-0.38		-0.38%		1377950		3066054		--		--		
SZ300678	中科信息	+7.28%		36.98		12.99亿		+71442940	1.31亿		6067.92万	130521016	12.34%		1.12		107.78亿	--		--		IT服务		【多模态AI;华为鲲鹏;数据安全;AIGC概念;人脸识别;信创;智慧政务;数据要素;网络安全;人工智能;阿里巴巴概念;智慧城市;机器视觉;物联网;安防;数字经济;智能医疗;脑机接口;华为概念;新型工业化;机器人概念;无人驾驶;烟草;医疗器械概念;数据中心;专精特新;军工;比亚迪概念;新型烟草(电子烟);国企改革;西部大开发;智能穿戴;AI智能体;锂电池概念;DeepSeek概念;工业互联网;低空经济;融资融券;深股通;中字头股票】	--		--		+22.37%		+23.68%		+1.89		+1.89%		6002324		16808593	--		--		
SZ300679	电连技术	-0.39%		50.78		4.59亿		-30700335	--		-791.92万	-4145522	2.54%		1.07		182.37亿	--		--		消费电子	【人形机器人;无人驾驶;新型烟草(电子烟);PCB概念;消费电子概念;小米概念;5G;比亚迪概念;新能源汽车;柔性屏(折叠屏);华为概念;数据中心;物联网;无人机;深股通;融资融券】	--		--		+3.36%		+7.22%		-0.04		-0.04%		1151696		5352212		--		--		
SZ300680	隆盛科技	+6.28%		57.87		16.53亿		-33132366	2.30亿		8332.71万	229505510	16.70%		1.65		101.76亿	--		--		汽车零部件	【减速器;人形机器人;PEEK材料;汽车热管理;华为汽车;小米汽车;特斯拉概念;飞行汽车(eVTOL);传感器;新能源汽车;机器人概念;比亚迪概念;智能座舱;毫米波雷达;无人驾驶;无人机;燃料电池;低空经济;专精特新;6G概念;商业航天;华为概念;卫星导航;军工;军民融合;氢能源;回购增持再贷款概念;深股通】	--		--		+8.13%		+23.92%		+1.56		+1.56%		16523640	8153883		--		--		
SZ300681	英搏尔		+2.79%		27.29		3.31亿		-64292		1188.98万	635.72万	11889821	5.38%		0.95		61.88亿		--		--		汽车零部件	【减速器;飞行汽车(eVTOL);长安汽车概念;新能源汽车;粤港澳大湾区;低空经济;智能物流;无人驾驶;同花顺新质50;MCU芯片;深股通;融资融券】	--		--		+10.13%		+7.36%		+0.75		+0.75%		1471250		2857263		--		--		
SZ300682	朗新集团	+6.44%		17.35		8.74亿		+69009369	8609.41万	4249.53万	86109457	4.98%		2.18		179.06亿	--		--		IT服务		【阿里巴巴概念;AI智能体;蚂蚁集团概念;华为鲲鹏;区块链;数据要素;人工智能;DeepSeek概念;华为概念;数字经济;物联网;车联网(车路协同);电力物联网;工业互联网;新能源汽车;充电桩;光伏概念;智能电网;碳中和;虚拟电厂;绿色电力;融资融券;深股通】	--		--		+10.16%		+16.44%		+2.27		+2.27%		9166833		7836995		--		--		
SZ300683	海特生物	-0.90%		29.84		1.21亿		-6949777	--		-456.81万	-6568968	3.31%		1.02		36.42亿		--		--		医疗服务	【重组蛋白;细胞免疫治疗;创新药;仿制药一致性评价;CRO概念;眼科医疗;股权转让(并购重组)】	--		--		+4.23%		+3.65%		+0.73		+0.73%		797679		1262232		--		--		
SZ300684	中石科技	+0.00%		49.75		9.20亿		-59030196	2922.35万	519.50万	29223472	9.15%		1.34		101.64亿	--		--		电子化学品	【共封装光学(CPO);同花顺果指数;富士康概念;AI PC;液冷服务器;苹果概念;无线充电;汽车热管理;5G;消费电子概念;汽车电子;数据中心;2025三季报预增;比亚迪概念;MR(混合现实);小米概念;智能座舱;新能源汽车;石墨烯;储能;光伏概念;华为概念;充电桩;无人机;虚拟现实;一带一路;京津冀一体化;深股通】	--		--		-6.03%		+16.62%		-0.50		-0.50%		3069000		4950125		--		--		
SZ300685	艾德生物	+0.55%		21.81		2.03亿		-7513115	923.74万	692.78万	9237365		2.39%		1.42		84.97亿		--		--		医疗器械	【基因测序;创新药;医疗器械概念;智能医疗;海峡两岸;福建自贸区;专精特新;深股通;融资融券】	--		--		+5.52%		+2.64%		+0.51		+0.51%		333540		1442950		--		--		
