板块名称		涨幅		1分钟涨速		4分钟涨速		主力净量		主力金额		涨停数		涨家数		跌家数		领涨股		5日涨幅		10日涨幅		20日涨幅		概念解析		创建日期		年初至今		20160127至今		量比		总手		总金额		总市值		流通市值		
辅助生殖	+1.64%		+0.02%		+0.03%		-0.20		-55942200	3		60		12		迪安诊断	+8.65%		+7.40%		+7.19%		--		--		+7.16%		--		1.29		1733358200	28152930000	1179069390000	1078063400000	
苹果概念	+1.63%		+0.05%		+0.05%		0.41		+31962400	1		106		29		蓝思科技	+5.41%		+6.35%		+8.98%		--		--		+3.74%		--		1.15		6186171100	153585060000	4672872500000	4360941200000	
参股保险	+1.61%		+0.04%		+0.04%		-0.32		-474142200	2		48		7		七 匹 狼	+5.39%		+5.31%		+4.64%		--		--		+3.90%		--		1.09		4048906200	32683652000	3244190300000	2945266800000	
金属镍		+1.61%		+0.07%		+0.07%		0.51		+421455900	2		30		8		海亮股份	+6.89%		+9.14%		+14.85%		--		--		+5.23%		--		1.00		3588910500	47918109000	1647118400000	1408549500000	
合成生物	+1.61%		+0.03%		+0.03%		0.53		+1127938100	3		129		30		泓博医药	+6.22%		+5.65%		+6.05%		--		--		+4.73%		--		1.25		3546247600	58464113000	2145716100000	1821044100000	
金属回收	+1.60%		+0.07%		+0.07%		0.31		+720252500	0		65		11		福达合金	+5.47%		+7.22%		+9.69%		--		--		+5.47%		--		1.02		4124519900	60248390000	1663453300000	1453541600000	
禽流感		+1.58%		+0.01%		+0.02%		0.14		+173777740	1		22		1		联环药业	+5.12%		+3.29%		+2.46%		--		--		+3.79%		--		1.31		502210180	6969644300	388002050000	359552490000	
3D打印		+1.58%		+0.07%		+0.07%		0.05		+762838000	3		100		26		国瓷材料	+6.90%		+9.21%		+12.58%		--		--		+5.50%		--		1.15		4754613000	128974632000	2275782100000	1995847600000	
足球概念	+1.58%		+0.04%		+0.06%		0.26		+262941570	1		32		3		粤 传 媒	+4.94%		+5.57%		+3.44%		--		--		+3.35%		--		1.31		795253700	9364583500	816378170000	770506920000	
广东自贸区	+1.57%		+0.03%		+0.04%		1.41		+330773090	2		18		6		粤 传 媒	+4.38%		+2.60%		+2.37%		--		--		+3.38%		--		1.21		799751770	6868755300	234585520000	207891610000	
海峡两岸	+1.57%		+0.03%		+0.03%		-0.50		-4441715000	11		212		80		琏升科技	+5.34%		+4.06%		+3.59%		--		--		+4.22%		--		1.09		13186583600	273071480000	6573397000000	6044015200000	
液冷服务器	+1.56%		+0.04%		+0.04%		1.08		-650705000	4		129		45		润泽科技	+6.10%		+6.04%		+11.36%		--		--		+4.97%		--		1.06		8657808400	257803540000	7429633400000	6951991300000	
智能电网	+1.54%		+0.04%		+0.04%		-0.97		-1551684500	7		194		58		琏升科技	+7.23%		+6.58%		+8.29%		--		--		+6.19%		--		1.29		9997884500	170366190000	4717779700000	4130494600000	
海工装备	+1.54%		+0.02%		+0.03%		-0.58		-1943280000	6		185		67		邵阳液压	+7.49%		+9.47%		+13.22%		--		--		+7.02%		--		1.22		16250201000	285039790000	6118022700000	4113893400000	
土地流转	+1.54%		+0.04%		+0.02%		1.94		+534392300	3		31		5		上实发展	+3.52%		+2.49%		+1.68%		--		--		+2.30%		--		1.10		2353403800	12368870200	440764080000	387498470000	
国产航母	+1.53%		-0.00%		-0.00%		-3.35		-3988940700	1		26		9		中国一重	+12.57%		+18.05%		+22.28%		--		--		+13.36%		--		1.61		4040659000	97124290000	1403343200000	1345363100000	
超级电容	+1.52%		+0.06%		+0.04%		-0.92		-2973300	0		31		4		东阳光		+6.94%		+7.10%		+10.89%		--		--		+5.60%		--		1.38		2016568200	37591779000	878543200000	804684730000	
沪股通		+1.52%		+0.02%		+0.02%		-0.09		-10393094000	38		1104		362		震有科技	+6.35%		+7.13%		+8.47%		--		--		+5.00%		--		1.16		63752323000	1158749550000	75829194000000	60127826000000	
一体化压铸	+1.52%		+0.02%		+0.03%		-0.55		+90095400	1		49		5		旭升集团	+3.83%		+6.16%		+7.08%		--		--		+3.83%		--		1.37		1775458900	28826181000	1172085770000	1075750260000	
新型烟草(电子烟)	+1.51%		+0.04%		+0.04%		0.47		+367082200	0		42		10		蓝思科技	+5.48%		+6.55%		+8.30%		--		--		+4.37%		--		1.15		1726137400	43821533000	862655450000	791637200000	
食品安全	+1.51%		+0.04%		+0.04%		2.07		-98755400	3		66		12		久远银海	+6.28%		+6.76%		+5.64%		--		--		+4.87%		--		1.37		2361151200	29612245000	678886310000	601810980000	
碳纤维		+1.50%		+0.03%		+0.03%		0.46		+1901535500	4		44		27		华秦科技	+5.92%		+11.32%		+16.54%		--		--		+5.05%		--		1.40		3811089600	78303703000	1390274400000	1295837900000	
星闪概念	+1.49%		+0.02%		+0.03%		-0.01		-327772500	1		67		7		威星智能	+6.80%		+7.58%		+7.79%		--		--		+5.17%		--		1.09		2139340600	57001352000	1545213300000	1297942320000	
生物疫苗	+1.49%		+0.02%		+0.02%		-0.55		-200488420	0		51		8		欧林生物	+7.11%		+4.92%		+4.02%		--		--		+5.86%		--		1.22		1241883460	18829409000	1155549300000	990064310000	
深股通		+1.49%		+0.03%		+0.03%		-0.20		-11471983000	29		1287		385		天龙集团	+5.99%		+7.12%		+8.47%		--		--		+4.87%		--		1.18		82013857000	1600367200000	41701099000000	35650311000000	
智能座舱	+1.48%		+0.02%		+0.02%		0.16		-38209600	0		130		32		蓝思科技	+6.08%		+7.52%		+9.48%		--		--		+4.55%		--		1.11		6223317000	164767340000	4603119800000	4024509700000	
华为手机	+1.47%		+0.06%		+0.06%		0.00		+151420700	1		36		8		安泰科技	+5.66%		+4.79%		+5.79%		--		--		+4.26%		--		1.14		1848913400	40548909000	1317726440000	1203047740000	
飞行汽车(eVTOL)	+1.47%		+0.02%		+0.02%		-0.78		-1494891000	3		99		24		震有科技	+5.77%		+9.34%		+12.32%		--		--		+5.47%		--		1.26		4544604700	111698424000	2551975300000	2305528600000	
网约车		+1.47%		+0.02%		+0.03%		0.10		+87587010	0		19		5		天迈科技	+2.82%		+3.71%		+3.68%		--		--		+1.06%		--		1.00		1047810610	12299183100	647124330000	550511210000	
摘帽		+1.46%		+0.03%		+0.02%		-0.80		+104348730	1		31		14		农尚环境	+4.15%		+3.81%		+2.80%		--		--		+3.04%		--		1.14		2399405500	20330840000	501361430000	456190740000	
同花顺出海50	+1.46%		+0.00%		+0.01%		0.27		+557394000	1		38		12		金风科技	+3.61%		+5.22%		+5.55%		--		--		+2.41%		--		1.01		3541568400	149785610000	12959827600000	9669776800000	
高端装备	+1.46%		+0.05%		+0.04%		-1.63		-7451151000	7		253		81		集智股份	+6.89%		+9.80%		+12.30%		--		--		+6.28%		--		1.30		18639513000	340881950000	6807959600000	5773343600000	
毫米波雷达	+1.46%		+0.02%		+0.02%		-1.06		-4263345300	0		87		36		国博电子	+7.09%		+9.07%		+13.13%		--		--		+7.09%		--		1.31		5804568200	157888900000	2993440900000	2695891700000	
丙烯酸		+1.45%		+0.06%		+0.04%		3.60		+538483430	1		10		7		天龙集团	+6.24%		+6.62%		+4.40%		--		--		+4.62%		--		1.52		561742980	9256144500	435105460000	406392310000	
露营经济	+1.45%		-0.01%		-0.01%		-0.34		+154319510	1		39		14		电广传媒	+3.02%		+2.21%		+0.71%		--		--		+3.02%		--		1.14		1054284050	11966510800	460473670000	410208420000	
流感		+1.44%		+0.03%		+0.03%		-0.26		-296332700	3		158		23		维康药业	+6.09%		+3.97%		+1.76%		--		--		+4.94%		--		1.24		3286257200	44818343000	1973803600000	1762931200000	
西部大开发	+1.44%		+0.03%		+0.03%		-0.31		-3117214000	11		459		137		易点天下	+6.17%		+6.50%		+8.38%		--		--		+5.00%		--		1.19		24396390000	402381430000	14078502000000	12714710000000	
融资融券	+1.44%		+0.03%		+0.03%		-0.14		-24169510000	65		2755		895		格利尔		+6.29%		+7.03%		+8.51%		--		--		+5.07%		--		1.16		141121480000	2741500700000	118421149000000	94572133000000	
ETC		+1.43%		+0.05%		+0.04%		-1.36		-715397560	1		32		8		亚联发展	+5.98%		+8.36%		+8.83%		--		--		+4.61%		--		1.15		1476514000	20011625000	442508890000	401589710000	
电子纸		+1.43%		+0.00%		+0.02%		0.73		+196838360	0		19		5		汉朔科技	+7.70%		+8.08%		+5.27%		--		--		+7.70%		--		1.05		1925754800	14937057000	430945770000	383533740000	
央企国企改革	+1.42%		+0.02%		+0.02%		-0.21		-3126748000	9		283		82		信科移动-U	+6.23%		+7.68%		+10.03%		--		--		+5.39%		--		1.31		23687610000	408101810000	20185313000000	16193337000000	
无人驾驶	+1.42%		+0.03%		+0.03%		-1.66		-8812322000	5		283		97		震有科技	+6.18%		+8.07%		+10.91%		--		--		+5.02%		--		1.24		17037975000	396117200000	10290282600000	8705804100000	
2025年报预增	+1.42%		+0.05%		+0.06%		-0.06		+562178500	0		18		7		强一股份	+9.55%		+9.55%		+9.55%		--		--		+8.72%		--		1.34		1497843100	45991107000	1814894600000	1400408700000	
2025三季报预增	+1.41%		+0.04%		+0.04%		0.02		-1346860100	2		58		20		美年健康	+6.47%		+7.04%		+10.25%		--		--		+5.07%		--		1.19		2864705200	76890791000	3672425600000	3072385100000	
仿制药一致性评价	+1.41%		+0.01%		+0.01%		-0.60		-400229400	2		120		19		悦康药业	+6.07%		+4.16%		+2.34%		--		--		+4.91%		--		1.18		3029519300	39824260000	2012495000000	1805814100000	
动物疫苗	+1.41%		+0.03%		+0.05%		0.40		-12282530	0		16		2		蔚蓝生物	+5.19%		+3.54%		+3.94%		--		--		+3.98%		--		1.09		497204420	4524484600	175665500000	167099440000	
三胎概念	+1.41%		+0.03%		+0.03%		0.47		+489537400	3		163		40		迪安诊断	+5.26%		+4.69%		+4.19%		--		--		+3.88%		--		1.28		4867985100	64709905000	1813308100000	1627470600000	
租售同权	+1.40%		+0.03%		+0.02%		-0.80		-233904800	1		20		5		悦心健康	+5.13%		+7.79%		+4.00%		--		--		+4.12%		--		1.00		1761651200	14863469000	475002240000	449710080000	
小米概念	+1.39%		+0.03%		+0.03%		1.17		+1053096000	7		275		82		易点天下	+5.89%		+7.28%		+7.65%		--		--		+4.65%		--		1.06		14152078000	335145790000	7944737700000	6971081200000	
医疗器械概念	+1.39%		+0.02%		+0.02%		0.74		+799781000	14		292		88		迪安诊断	+7.84%		+7.55%		+7.64%		--		--		+6.11%		--		1.05		11258326200	198259170000	6421645000000	5704351100000	
芯片概念	+1.39%		+0.04%		+0.04%		-0.02		-11506009000	15		576		249		众诚科技	+8.18%		+9.04%		+12.14%		--		--		+6.97%		--		1.14		33841649000	969622970000	25006321000000	20489739000000	
人形机器人	+1.38%		+0.03%		+0.03%		-1.34		-4367678000	3		301		107		集智股份	+4.93%		+9.78%		+10.14%		--		--		+3.93%		--		1.29		15569393000	405054500000	10053757700000	8727621500000	
代糖概念	+1.38%		+0.04%		+0.02%		1.70		+144062160	1		16		6		鲁信创投	+4.60%		+4.14%		+8.11%		--		--		+3.76%		--		1.31		592325070	4527939700	252056290000	243337260000	
铜缆高速连接	+1.38%		+0.04%		+0.04%		-1.12		-1717754400	1		31		13		宝胜股份	+5.96%		+7.25%		+12.40%		--		--		+5.27%		--		1.50		2704888000	74300009000	1346851400000	1208201930000	
中字头股票	+1.37%		+0.02%		+0.02%		-0.03		-5503000	2		102		27		中国卫通	+5.85%		+7.44%		+9.42%		--		--		+5.02%		--		1.35		9923277500	173323940000	16813468000000	11094870700000	
天然气		+1.36%		+0.03%		+0.03%		-0.20		-1985589300	3		120		37		中集环科	+5.15%		+5.88%		+6.96%		--		--		+4.66%		--		1.31		7468101800	78041817000	5944851400000	4029836700000	
传感器		+1.36%		+0.03%		+0.03%		-0.76		-3477083000	2		200		57		格利尔		+6.32%		+8.01%		+9.85%		--		--		+5.56%		--		1.17		8584954400	211253420000	4568820700000	3793138600000	
医药电商	+1.35%		+0.02%		+0.02%		-0.50		-708722900	1		135		25		维康药业	+6.21%		+4.25%		+3.32%		--		--		+5.12%		--		1.23		3460488100	43967911000	1885576900000	1699043100000	
乡村振兴	+1.35%		+0.03%		+0.03%		-0.00		-1833811000	7		307		87		ST赛为		+4.55%		+4.43%		+4.22%		--		--		+3.48%		--		1.27		17812410000	224156990000	6211066000000	5320616500000	
成飞概念	+1.35%		+0.02%		+0.02%		-4.26		-1468505500	0		28		15		华力创通	+6.70%		+11.71%		+16.06%		--		--		+8.22%		--		1.29		2249525100	51555317000	698211070000	457591150000	
深圳国企改革	+1.35%		+0.04%		+0.04%		0.69		+222720880	0		25		2		中新赛克	+3.51%		+2.89%		+0.40%		--		--		+3.16%		--		1.41		924060650	9077764300	496288470000	454655110000	
PEEK材料	+1.35%		+0.05%		+0.05%		1.36		+682260200	3		35		14		光启技术	+5.50%		+12.55%		+14.60%		--		--		+4.00%		--		1.46		1634453800	51271458000	908573300000	785567530000	
新型工业化	+1.34%		+0.03%		+0.03%		-1.50		-1737716000	6		214		66		ST赛为		+5.67%		+9.32%		+9.32%		--		--		+4.92%		--		1.39		7828075900	185340780000	3837082600000	3380916900000	
减肥药		+1.34%		+0.01%		+0.01%		-0.70		-670418000	0		50		9		奥锐特		+9.52%		+7.75%		+7.88%		--		--		+8.04%		--		1.31		1157552170	27245811000	1513244400000	1349873400000	
机器人概念	+1.33%		+0.04%		+0.04%		-0.79		-12085820000	20		842		281		志特新材	+5.79%		+8.39%		+9.26%		--		--		+4.78%		--		1.25		40454180000	848647530000	23288729000000	19732598000000	
股权转让(并购重组)	+1.33%		+0.02%		+0.02%		-0.55		-1196173000	10		286		121		邵阳液压	+5.55%		+6.12%		+6.27%		--		--		+4.59%		--		1.15		13942073000	197408420000	5918058500000	5069647200000	
充电桩		+1.33%		+0.05%		+0.05%		-0.38		-1341397000	9		281		91		格利尔		+5.56%		+5.86%		+7.27%		--		--		+4.79%		--		1.22		15334552000	269922030000	8253769400000	6743627900000	
体育产业	+1.32%		+0.03%		+0.04%		0.20		+115316000	3		101		24		粤 传 媒	+4.81%		+5.49%		+3.72%		--		--		+3.62%		--		1.26		5166840600	54881272000	1362451100000	1236883430000	
粤港澳大湾区	+1.31%		+0.03%		+0.04%		0.51		-180704000	12		348		98		ST赛为		+5.23%		+6.07%		+5.88%		--		--		+4.54%		--		1.22		14615098000	287880430000	7807885200000	6163624300000	
换电概念	+1.31%		+0.05%		+0.05%		0.35		-389382000	0		72		16		金现代		+5.77%		+6.80%		+8.52%		--		--		+5.77%		--		1.25		2464106900	66912274000	3489127600000	3201639800000	
幽门螺杆菌概念	+1.31%		+0.02%		+0.02%		-0.28		+47604740	2		61		11		悦康药业	+7.36%		+5.45%		+3.65%		--		--		+7.36%		--		1.28		1477713700	21455089000	729348950000	656878280000	
托育服务	+1.31%		+0.04%		+0.03%		-0.01		+64685660	0		13		3		豆神教育	+3.07%		+3.23%		+3.84%		--		--		+1.93%		--		1.18		782127640	10024329000	157587410000	137703500000	
土壤修复	+1.29%		+0.04%		+0.04%		-0.85		-511259400	1		63		20		招标股份	+5.24%		+5.92%		+5.40%		--		--		+5.24%		--		1.07		3213080200	35074580000	1077970860000	883295140000	
专精特新	+1.29%		+0.04%		+0.04%		-0.03		-4407707000	16		816		311		众诚科技	+6.91%		+8.12%		+10.55%		--		--		+5.71%		--		1.13		18181615000	526490210000	10794261400000	8501389400000	
宠物经济	+1.29%		+0.02%		+0.03%		-0.12		-57319700	0		101		22		青木科技	+4.28%		+3.24%		+3.45%		--		--		+3.20%		--		1.16		1638403200	28694446000	1500712900000	1346003800000	
冰雪产业	+1.28%		+0.01%		+0.03%		-0.87		-1178273420	0		47		7		武商集团	+2.87%		+2.64%		+2.56%		--		--		+1.75%		--		1.20		2423696300	26459141000	547986980000	497848400000	
水利		+1.28%		+0.04%		+0.04%		-0.18		-3289410600	4		182		57		邵阳液压	+6.15%		+7.42%		+8.13%		--		--		+5.53%		--		1.11		11446943900	166141780000	4418410600000	4037865100000	
PPP概念		+1.28%		+0.04%		+0.04%		-0.53		-1122242400	4		135		47		农尚环境	+5.05%		+5.27%		+3.94%		--		--		+4.31%		--		1.22		8091531900	76523411000	3102293200000	2754857500000	
华为数字能源	+1.27%		+0.03%		+0.03%		-0.29		-82909900	1		30		10		震有科技	+6.22%		+5.81%		+7.46%		--		--		+7.06%		--		1.20		1431350000	24986422000	619008390000	550213190000	
MiniLED		+1.27%		+0.03%		+0.02%		0.80		-437255200	4		64		28		乾照光电	+6.26%		+6.79%		+7.60%		--		--		+5.24%		--		1.21		5376026500	89185492000	2124245800000	1876550200000	
眼科医疗	+1.27%		+0.01%		+0.01%		-0.41		+285382700	0		44		9		创新医疗	+7.53%		+6.27%		+4.45%		--		--		+6.50%		--		1.30		1249776830	32515442000	1221867970000	1083648670000	
旅游概念	+1.27%		+0.04%		+0.04%		0.26		+487749900	8		107		35		粤 传 媒	+4.67%		+5.35%		+4.84%		--		--		+3.52%		--		1.23		8098044600	74310992000	1820854100000	1656679100000	
家用电器	+1.26%		+0.02%		+0.02%		-0.11		-214341300	5		129		42		格利尔		+3.92%		+5.07%		+6.38%		--		--		+3.92%		--		1.09		4037966700	118806810000	3380244200000	2986059600000	
一带一路	+1.26%		+0.03%		+0.03%		0.07		+811192000	18		519		194		格利尔		+5.18%		+6.23%		+7.46%		--		--		+4.40%		--		1.19		34361508000	490100990000	18510567000000	15631211000000	
海南自贸区	+1.25%		+0.01%		+0.00%		-0.20		-367545000	1		17		9		洲际油气	-0.55%		-3.13%		-0.99%		--		--		-1.37%		--		0.94		3119483900	28418331000	525674100000	476555090000	
长三角一体化	+1.25%		+0.03%		+0.03%		-0.65		-2116126300	2		94		34		强一股份	+5.98%		+7.22%		+9.37%		--		--		+5.36%		--		1.18		4835379200	101035482000	2242572300000	2039546700000	
可降解塑料	+1.25%		+0.05%		+0.05%		0.88		+1606154400	2		54		24		卓越新能	+5.19%		+5.58%		+7.13%		--		--		+4.06%		--		1.22		2066301600	31237784000	1209565970000	1108329940000	
第三代半导体	+1.25%		+0.03%		+0.03%		-0.72		-162211000	5		108		47		乾照光电	+8.51%		+8.40%		+12.21%		--		--		+7.79%		--		1.29		5574994500	160793280000	3464461900000	3083088200000	
烟草		+1.25%		+0.03%		+0.03%		-0.23		-213177230	0		28		10		慧辰股份	+4.41%		+5.48%		+6.58%		--		--		+2.46%		--		1.09		451384930	8484326100	265854000000	231281780000	
AI PC		+1.25%		+0.04%		+0.04%		-9.26		-4568572300	0		32		17		星环科技-U	+7.25%		+8.49%		+11.88%		--		--		+6.74%		--		1.84		3827690600	90560291000	1695382100000	1470629000000	
上海国企改革	+1.25%		+0.03%		+0.03%		-0.08		+84112500	3		38		15		上实发展	+5.28%		+5.99%		+4.76%		--		--		+4.36%		--		1.19		2024127400	24716013000	1571347900000	1260162820000	
雅下水电概念	+1.24%		+0.04%		+0.06%		0.02		-967655700	2		64		19		志特新材	+6.36%		+6.78%		+8.67%		--		--		+5.45%		--		1.26		5029118100	65100506000	2606307800000	2217432100000	
消费电子概念	+1.24%		+0.03%		+0.03%		-0.44		-6467168000	6		358		102		乾照光电	+5.99%		+6.69%		+7.77%		--		--		+4.80%		--		1.19		14506810000	377678090000	9953912900000	7720369900000	
汽车拆解概念	+1.24%		+0.08%		+0.07%		-2.38		-387582900	1		18		5		交运股份	+3.73%		+7.43%		+7.72%		--		--		+2.32%		--		0.86		2384122000	15895079000	319161980000	274438330000	
冷链物流	+1.23%		+0.03%		+0.03%		0.08		-729235700	4		110		34		迪安诊断	+3.87%		+2.43%		+4.31%		--		--		+2.68%		--		1.21		6315618100	69581525000	2102173100000	1820782400000	
国企改革	+1.23%		+0.03%		+0.03%		-0.11		-4639742000	36		1059		307		信科移动-U	+4.90%		+5.36%		+6.06%		--		--		+4.14%		--		1.20		66132252000	926195510000	47937629000000	38694768000000	
预制菜		+1.23%		+0.04%		+0.04%		0.88		+494115600	2		73		19		紫燕食品	+4.10%		+1.52%		+0.82%		--		--		+4.10%		--		1.33		3636972700	29937280000	1455455100000	1249404150000	
特高压		+1.23%		+0.05%		+0.06%		-1.21		-2585640000	2		86		28		金现代		+6.90%		+6.40%		+11.26%		--		--		+6.14%		--		1.23		6170768600	107033360000	2354599400000	2023057600000	
生态农业	+1.22%		-0.00%		-0.01%		0.40		+193067600	1		42		12		济高发展	+4.12%		+4.19%		+6.35%		--		--		+3.36%		--		1.16		2249445000	24535205000	676183300000	629106300000	
培育钻石	+1.22%		+0.01%		+0.01%		-3.30		-134136000	1		12		5		国机精工	+5.25%		+4.94%		+5.63%		--		--		+4.59%		--		1.48		836345660	13943069000	255996680000	245080850000	
粮食概念	+1.22%		+0.02%		+0.00%		1.39		+257959700	1		39		6		亚联发展	+3.04%		+1.42%		+1.81%		--		--		+3.04%		--		1.44		1571458700	10337959300	299996400000	265216510000	
新能源汽车	+1.21%		+0.03%		+0.04%		-0.24		-4952336000	18		718		254		格利尔		+4.83%		+6.77%		+9.12%		--		--		+3.96%		--		1.08		33497072000	740183860000	21538795000000	18626032000000	
期货概念	+1.21%		+0.01%		+0.00%		-0.27		-1570726700	1		62		8		越秀资本	+3.15%		+3.39%		+3.34%		--		--		+2.06%		--		0.94		4580150100	55766861000	3854836300000	3266075200000	
先进封装	+1.21%		+0.04%		+0.03%		-1.77		-1795197000	0		97		45		天准科技	+8.63%		+8.24%		+12.58%		--		--		+7.16%		--		1.02		5034248500	169390930000	4149112000000	3863582300000	
智能物流	+1.21%		+0.03%		+0.03%		-0.86		-1237581200	3		163		61		蓝思科技	+4.90%		+6.03%		+6.18%		--		--		+4.03%		--		1.10		9057702700	143293220000	3765199500000	3223303700000	
人民币贬值受益	+1.21%		+0.03%		+0.03%		0.01		-6392397000	11		410		167		易点天下	+5.07%		+5.77%		+6.15%		--		--		+4.00%		--		1.16		15953774000	420079800000	12924799100000	10640882800000	
新疆振兴	+1.21%		+0.02%		+0.02%		-0.58		-1655551700	3		108		29		久远银海	+5.61%		+5.55%		+5.93%		--		--		+5.40%		--		1.28		6237989200	80640712000	2269245300000	2013676100000	
氢能源		+1.20%		+0.03%		+0.03%		-0.38		-2372965000	5		251		101		国瓷材料	+5.82%		+7.10%		+9.91%		--		--		+4.91%		--		1.25		16923799000	291180590000	8910811900000	7798693200000	
兵装重组概念	+1.19%		+0.02%		+0.03%		0.51		+329515440	0		6		1		长城军工	+3.52%		+6.28%		+5.14%		--		--		+3.30%		--		1.34		229440500	6610180100	213618960000	191908350000	
物业管理	+1.19%		+0.05%		+0.05%		-0.26		+204091600	6		114		44		济高发展	+4.23%		+3.99%		+2.80%		--		--		+4.23%		--		1.12		8867170000	65928408000	1868757100000	1717840800000	
碳交易		+1.18%		+0.03%		+0.04%		-0.37		-1097453100	2		74		28		金现代		+5.70%		+5.92%		+6.26%		--		--		+4.84%		--		1.05		5501312000	55090582000	3915397400000	3487778300000	
储能		+1.17%		+0.03%		+0.03%		-0.83		-8690821000	14		547		217		格利尔		+5.58%		+5.60%		+7.53%		--		--		+5.58%		--		1.22		31305410000	565759970000	18099260000000	15419389000000	
农村电商	+1.17%		+0.01%		+0.01%		0.01		-86073430	1		27		7		广百股份	+3.03%		+3.09%		+2.03%		--		--		+2.28%		--		1.15		1648969000	13198723500	505403380000	455972250000	
回购增持再贷款概念	+1.16%		+0.03%		+0.03%		-0.15		-5673643000	4		335		121		荣信文化	+5.64%		+6.35%		+8.20%		--		--		+4.85%		--		1.14		21722618000	373399720000	13096318100000	11845458200000	
净水概念	+1.15%		+0.05%		+0.05%		-0.11		-363031500	0		54		20		武汉天源	+5.74%		+4.74%		+4.74%		--		--		+5.74%		--		1.15		1257452440	18391220000	966869990000	824617700000	
汽车热管理	+1.15%		+0.01%		+0.02%		-0.55		-116119900	2		97		32		旭升集团	+3.39%		+7.66%		+10.60%		--		--		+3.39%		--		1.06		3405500200	97537507000	2627520400000	2282466300000	
柔性直流输电	+1.15%		+0.06%		+0.06%		-1.28		-786599400	0		44		8		中元股份	+6.81%		+5.49%		+10.96%		--		--		+5.96%		--		1.25		3371391700	45128377000	1166307960000	1090806320000	
OLED		+1.15%		+0.03%		+0.03%		0.18		-592682200	3		98		45		蓝思科技	+8.57%		+7.42%		+10.95%		--		--		+7.23%		--		1.10		7260125300	147506400000	3447696400000	3052761700000	
共同富裕示范区	+1.14%		+0.03%		+0.03%		-0.31		-637553300	3		138		42		迪安诊断	+4.58%		+5.68%		+6.02%		--		--		+4.58%		--		1.25		4655167700	74822601000	2211365900000	2015787800000	
白酒概念	+1.14%		+0.02%		+0.02%		0.48		-18122060	2		42		6		巨力索具	+3.37%		+1.67%		+0.77%		--		--		+2.62%		--		1.08		991565020	17226360000	3230860400000	3203440600000	
中俄贸易概念	+1.13%		+0.04%		+0.04%		-0.34		-621450800	4		129		39		快意电梯	+4.62%		+5.46%		+5.96%		--		--		+4.06%		--		1.17		4642925900	68294675000	1579368500000	1348192300000	
富士康概念	+1.12%		+0.05%		+0.05%		-0.21		-2131390300	0		69		34		汇创达		+5.56%		+7.18%		+11.63%		--		--		+4.62%		--		1.09		3099788100	109405331000	3136382600000	2868707100000	
房屋检测	+1.11%		+0.02%		+0.03%		-1.73		-689129490	1		30		15		招标股份	+7.58%		+6.86%		+4.65%		--		--		+7.19%		--		1.42		1420256500	17144839000	398728410000	356064560000	
长安汽车概念	+1.11%		+0.03%		+0.03%		0.45		+734800300	5		154		58		天龙集团	+4.62%		+7.26%		+9.11%		--		--		+4.62%		--		1.12		7620284000	155515310000	5159395900000	4597976600000	
参股券商	+1.09%		+0.06%		+0.05%		-0.57		-3966437200	4		81		29		粤 传 媒	+4.79%		+5.36%		+4.87%		--		--		+4.17%		--		1.16		5068469300	72396320000	4558790900000	3784263500000	
工业母机	+1.08%		+0.04%		+0.05%		-1.77		-996533100	3		72		36		弘讯科技	+6.19%		+10.60%		+11.35%		--		--		+5.82%		--		1.55		4549360700	83696314000	1950428800000	1668432700000	
AI眼镜		+1.08%		+0.03%		+0.04%		-0.22		-2914804000	0		130		45		蓝思科技	+5.95%		+6.47%		+6.00%		--		--		+5.00%		--		1.08		7046084900	175160020000	4683364700000	4123023800000	
民营医院	+1.08%		+0.02%		+0.02%		-0.66		-1471954700	3		48		20		维康药业	+7.04%		+5.43%		+3.99%		--		--		+5.74%		--		1.06		3937804200	41471041000	969845230000	886797590000	
AI手机		+1.07%		+0.03%		+0.05%		0.23		-421319100	0		25		9		铂力特		+5.51%		+5.40%		+5.01%		--		--		+4.28%		--		1.07		1597897200	62581335000	1535902000000	1425895500000	
碳中和		+1.07%		+0.04%		+0.04%		-0.58		-1719257200	2		180		75		招标股份	+5.29%		+5.43%		+6.33%		--		--		+4.71%		--		1.16		11022083000	139685990000	3975511500000	3450162600000	
C2M概念		+1.06%		+0.01%		+0.04%		-1.29		+166125200	0		29		9		汉得信息	+4.53%		+7.72%		+8.29%		--		--		+3.80%		--		1.25		1123339010	17047146000	330571710000	299913330000	
农机		+1.06%		+0.04%		+0.03%		-0.51		-673030700	0		72		19		托普云农	+4.40%		+6.55%		+7.42%		--		--		+3.64%		--		1.20		2392119200	53798548000	1649530800000	1387221800000	
新型城镇化	+1.06%		+0.05%		+0.06%		-0.80		-935255800	5		146		59		志特新材	+5.38%		+6.01%		+4.47%		--		--		+5.38%		--		1.13		6664729300	57176452000	2016197200000	1782877000000	
核污染防治	+1.05%		+0.02%		+0.01%		-1.18		-1269901700	1		38		19		安泰科技	+7.67%		+9.71%		+11.63%		--		--		+7.67%		--		1.19		2646917200	38304130000	911892760000	781857650000	
高铁		+1.04%		+0.03%		+0.04%		-0.89		-2306450400	5		124		45		宝胜股份	+5.56%		+6.02%		+9.35%		--		--		+5.28%		--		1.17		6569904400	103012095000	2871575200000	2485694600000	
