板块名称		涨幅		1分钟涨速		4分钟涨速		主力净量		主力金额		涨停数		涨家数		跌家数		领涨股		5日涨幅		10日涨幅		20日涨幅		概念解析		创建日期		年初至今		20160127至今		量比		总手		总金额		总市值		流通市值		
海南自贸区	-2.25%		-0.03%		-0.02%		-3.09		-1044454900	1		4		25		钧达股份	-0.03%		-6.03%		+1.89%		--		--		+1.35%		--		1.06		3425280000	32607397000	527044450000	477248910000
海峡两岸	-2.27%		-0.03%		-0.03%		-3.47		-21894609000	1		61		237		中能电气	+3.15%		+3.52%		+7.09%		--		--		+8.59%		--		1.20		15833523000	304444370000	6529849700000	6004797200000
虚拟现实	-2.27%		+0.02%		+0.02%		-3.00		-26982569000	3		45		235		掌趣科技	+5.51%		+10.79%		+12.40%		--		--		+13.62%		--		1.33		20360010000	398579550000	6992377600000	6332106500000
数字水印	-2.31%		+0.03%		+0.04%		-4.87		-1132415000	1		6		24		视觉中国	+8.60%		+11.74%		+17.05%		--		--		+17.24%		--		1.30		1457003100	24439539000	263697340000	239520110000
时空大数据	-2.31%		+0.04%		+0.04%		-2.40		-888496700	1		12		50		漱玉平民	+9.24%		+14.88%		+16.86%		--		--		+18.37%		--		1.24		4827381100	74143897000	727951120000	652756680000
海工装备	-2.34%		-0.01%		-0.01%		-2.33		-16688512000	7		61		196		双杰电气	+5.02%		+7.91%		+11.48%		--		--		+11.07%		--		1.08		16007345000	299356730000	6211396200000	4167731200000
机器视觉	-2.35%		+0.01%		+0.01%		-2.54		-9617385000	1		39		202		威士顿		+3.96%		+8.95%		+12.74%		--		--		+11.31%		--		1.01		7221369300	186653090000	4214091300000	3653677700000
PM2.5		-2.38%		+0.00%		+0.00%		-3.30		-643461470	0		9		26		深圳瑞捷	+2.35%		+5.64%		+13.26%		--		--		+9.90%		--		0.82		807777100	11985647200	212902200000	188263460000
传感器		-2.38%		-0.01%		-0.01%		-3.54		-16277627000	1		45		214		电科芯片	+3.09%		+7.72%		+11.16%		--		--		+10.07%		--		1.13		9521376500	235314330000	4583405700000	3796637800000
小米概念	-2.39%		+0.01%		+0.01%		-2.61		-24154348000	3		45		313		值得买		+2.70%		+7.02%		+9.66%		--		--		+9.67%		--		1.08		15815173000	399317740000	7963927700000	6984685300000
高端装备	-2.40%		-0.00%		-0.00%		-3.66		-20861579000	3		70		274		双杰电气	+4.23%		+7.63%		+12.06%		--		--		+10.07%		--		1.21		20218120000	347669110000	6823555300000	5794290700000
东数西算(算力)	-2.40%		-0.00%		-0.00%		-4.25		-35227517000	4		73		276		双杰电气	+6.92%		+11.24%		+12.14%		--		--		+15.09%		--		1.32		23232043000	527388550000	11492684800000	8430101400000
算力租赁	-2.40%		-0.01%		-0.01%		-3.10		-11841979000	3		26		128		艾可蓝		+7.01%		+11.49%		+11.04%		--		--		+15.68%		--		1.42		10997887500	174630020000	3621702200000	3382363100000
移动支付	-2.41%		-0.02%		-0.02%		-3.66		-5286081000	0		11		65		易点天下	+5.04%		+10.13%		+12.55%		--		--		+10.73%		--		1.31		4112520600	81831749000	3425403700000	1221074230000
人形机器人	-2.44%		-0.01%		-0.01%		-3.87		-26263397000	0		58		348		步科股份	+2.40%		+7.74%		+11.45%		--		--		+8.29%		--		1.19		17039204000	466985580000	10024307000000	8705468600000
工业母机	-2.44%		-0.01%		-0.01%		-7.36		-4860708300	0		16		93		华东数控	+3.68%		+7.71%		+12.24%		--		--		+8.50%		--		1.21		4495451900	82434184000	1936172100000	1658519300000
华为昇腾	-2.48%		+0.01%		+0.01%		-6.10		-8483139800	1		21		79		通达海		+11.12%		+16.81%		+19.54%		--		--		+22.68%		--		1.56		5979116100	156169430000	1596057700000	1408208600000
安防		-2.51%		+0.02%		+0.02%		-4.02		-9069082500	2		24		147		思创医惠	+4.25%		+8.83%		+11.82%		--		--		+11.96%		--		1.31		8041168500	135875300000	2451600200000	2158068400000
PEEK材料	-2.54%		-0.02%		-0.02%		-3.01		-2360441400	0		8		41		美湖股份	+2.76%		+9.82%		+14.86%		--		--		+8.27%		--		1.04		1405973500	45607388000	898661660000	777083470000
苹果概念	-2.55%		+0.00%		-0.00%		-2.65		-15055977000	1		15		120		值得买		+2.20%		+5.40%		+10.68%		--		--		+8.76%		--		1.15		7174226200	168181330000	4583927900000	4276463100000
英伟达概念	-2.56%		+0.02%		+0.02%		-2.40		-11268298100	0		8		67		掌趣科技	+3.09%		+8.53%		+11.97%		--		--		+11.45%		--		1.43		4012473200	136193960000	3869411200000	3578286700000
华为盘古	-2.58%		-0.05%		-0.05%		-11.32		-4035254000	0		3		26		易点天下	+10.90%		+17.97%		+19.57%		--		--		+21.64%		--		1.79		2110493800	48276648000	392641380000	351366670000
华为欧拉	-2.59%		+0.05%		+0.05%		-10.15		-6430726300	0		7		39		卓易信息	+8.30%		+14.65%		+16.91%		--		--		+18.55%		--		1.26		2315886400	61321238000	729587230000	647844450000
智慧灯杆	-2.63%		+0.01%		+0.01%		-3.35		-1428474100	1		11		52		三维通信	+4.86%		+7.82%		+10.09%		--		--		+12.43%		--		1.08		2053137300	27795109000	503128300000	425447820000
无人驾驶	-2.63%		-0.00%		-0.00%		-3.77		-28567798000	1		61		330		天银机电	+2.38%		+7.25%		+11.89%		--		--		+10.15%		--		1.18		19083983000	445265140000	10293787800000	8703553700000
液冷服务器	-2.66%		-0.03%		-0.03%		-3.38		-19230870000	1		23		151		利欧股份	+2.78%		+5.49%		+11.61%		--		--		+9.19%		--		1.02		8995770400	282562410000	7367156300000	6897007300000
新型烟草(电子烟)	-2.68%		-0.02%		-0.02%		-3.72		-3321059000	0		6		47		博腾股份	+2.08%		+5.71%		+9.17%		--		--		+8.77%		--		1.03		1735026500	44131694000	852310690000	782380460000
华为海思概念股	-2.72%		+0.02%		+0.02%		-7.04		-4496874200	0		4		45		卓易信息	+4.32%		+8.21%		+11.20%		--		--		+13.45%		--		1.34		1865230300	64487723000	1227239850000	1118823130000
OLED		-2.76%		-0.01%		-0.01%		-2.00		-10009882900	0		13		130		新相微		+2.50%		+6.68%		+10.59%		--		--		+10.67%		--		0.94		7231614000	143897580000	3407266500000	3012617400000
消费电子概念	-2.77%		+0.00%		+0.00%		-3.81		-31262736000	1		47		418		电科芯片	+2.14%		+5.87%		+9.03%		--		--		+9.17%		--		1.18		16862159000	440635320000	9869278200000	7674728400000
车联网(车路协同)	-2.84%		+0.02%		+0.02%		-3.41		-21934519000	4		39		250		直真科技	+4.77%		+10.03%		+14.09%		--		--		+13.33%		--		1.24		14842053000	324191590000	6691592700000	5415408500000
5G		-2.89%		-0.00%		+0.00%		-3.81		-44776239000	7		65		373		三维通信	+4.14%		+7.59%		+10.98%		--		--		+12.58%		--		1.22		23812368000	592997970000	13833893000000	10692933000000
智能座舱	-2.92%		+0.00%		+0.00%		-1.48		-12182250000	0		15		144		腾龙股份	+1.37%		+6.91%		+10.87%		--		--		+9.84%		--		1.03		6693880800	182171620000	4585007800000	4007268000000
MiniLED		-2.93%		-0.01%		-0.01%		-0.55		-4460898400	0		9		84		兆驰股份	+1.67%		+5.79%		+9.29%		--		--		+8.62%		--		0.98		5180629500	84956406000	2096878000000	1852130300000
芯片概念	-2.95%		-0.01%		-0.01%		-3.51		-67108945000	7		107		721		思创医惠	+3.89%		+8.05%		+11.91%		--		--		+14.94%		--		1.06		35833985000	1029375020000	24786232000000	20321809000000
6G概念		-2.97%		+0.02%		+0.02%		-3.57		-15164296000	4		16		71		天银机电	+9.73%		+15.91%		+24.55%		--		--		+20.11%		--		1.19		7148200800	221680770000	5296907700000	2922729600000
AI眼镜		-3.02%		+0.02%		+0.02%		-2.25		-15199494000	0		14		165		新相微		+1.71%		+6.35%		+7.75%		--		--		+9.55%		--		1.04		7750542400	202448080000	4722486300000	4155801800000
星闪概念	-3.03%		+0.01%		+0.01%		-5.65		-6546508000	1		5		70		电科芯片	+3.83%		+8.85%		+11.18%		--		--		+12.72%		--		1.25		2986440000	73823529000	1561757400000	1313800440000
核污染防治	-3.05%		-0.06%		-0.06%		-2.74		-2930667800	0		10		48		中国动力	+4.73%		+8.56%		+11.02%		--		--		+13.23%		--		1.04		2688940300	38842563000	912628130000	782374680000
中船系		-3.06%		+0.03%		+0.03%		-0.41		-207035090	0		1		9		中国动力	+2.07%		+7.35%		+11.69%		--		--		+10.15%		--		0.99		299880630	9230496700	464751540000	424068240000
第三代半导体	-3.06%		+0.00%		-0.00%		-3.85		-9084042700	1		15		139		帝科股份	+3.93%		+7.18%		+10.96%		--		--		+11.51%		--		1.11		5761572000	165209900000	3445697600000	3069938100000
PCB概念		-3.09%		-0.01%		-0.01%		-3.02		-10172358100	0		23		158		兆驰股份	+1.05%		+3.68%		+9.62%		--		--		+7.68%		--		1.03		5994812100	150988720000	3533546900000	3059904300000
AI PC		-3.11%		-0.02%		-0.02%		-10.01		-8960557600	0		4		45		岩山科技	+2.47%		+8.60%		+13.08%		--		--		+12.24%		--		1.47		4202525000	103102237000	1692833000000	1468668300000
国家大基金持股	-3.14%		-0.00%		-0.00%		-3.42		-7175972600	0		3		45		赛微电子	+2.11%		+9.11%		+11.48%		--		--		+9.11%		--		1.01		1796656900	99205252000	3827957300000	2555309300000
富士康概念	-3.16%		+0.00%		+0.00%		-5.54		-10331694300	0		12		91		兆驰股份	+1.41%		+5.22%		+11.65%		--		--		+8.28%		--		1.16		3700609100	114373430000	3057739900000	2798162900000
ETC		-3.17%		-0.00%		-0.00%		-4.19		-1615704400	0		2		36		ST智知		+2.67%		+8.17%		+11.49%		--		--		+10.83%		--		1.08		1612589800	21638867000	445463350000	404142730000
兵装重组概念	-3.19%		-0.03%		-0.03%		-2.03		-588097230	0		0		7		长安汽车	+0.20%		+3.91%		+4.58%		--		--		+5.34%		--		1.06		216334620	4737717600	210143830000	188534970000
AI手机		-3.20%		+0.02%		+0.02%		-6.66		-6890821600	0		4		30		佰维存储	+1.60%		+5.97%		+6.79%		--		--		+9.90%		--		1.25		2182189600	81030534000	1539148100000	1428662800000
华为手机	-3.23%		+0.02%		+0.02%		-3.62		-3921588300	0		3		41		方邦股份	+1.11%		+3.25%		+5.98%		--		--		+8.01%		--		1.07		2023824100	44506881000	1296231060000	1178285630000
MicroLED概念	-3.23%		-0.01%		-0.01%		0.11		-1696863900	0		5		47		兆驰股份	+2.25%		+7.08%		+10.47%		--		--		+9.85%		--		0.96		3818819000	49793674000	1050444660000	888969980000
MR(混合现实)	-3.24%		+0.03%		+0.04%		-6.92		-7400677100	0		7		61		淳中科技	+4.82%		+10.17%		+12.76%		--		--		+13.53%		--		1.26		4309722000	84873588000	1430792700000	1303083220000
先进封装	-3.25%		-0.01%		-0.01%		-7.52		-10299764000	1		13		129		蓝箭电子	+2.93%		+7.08%		+11.20%		--		--		+11.06%		--		1.08		5752372400	168964900000	4076354000000	3792531100000
飞行汽车(eVTOL)	-3.28%		+0.01%		+0.01%		-26.11		-6720522500	0		13		113		美湖股份	+2.57%		+6.54%		+12.51%		--		--		+9.62%		--		1.11		4667717300	120729506000	2525601800000	2282168400000
电子身份证	-3.28%		+0.03%		+0.03%		-6.71		-2446826600	0		3		37		拓尔思		+5.45%		+11.97%		+14.08%		--		--		+13.16%		--		1.48		1708052100	34583393000	418517800000	371538440000
毫米波雷达	-3.29%		-0.00%		-0.00%		-6.69		-14581550000	1		18		105		电科芯片	+3.79%		+8.64%		+14.51%		--		--		+12.95%		--		1.13		6005913800	163567890000	2988432700000	2689174700000
3D打印		-3.30%		-0.01%		-0.02%		-4.62		-11627872300	0		16		112		春立医疗	+2.79%		+7.01%		+11.91%		--		--		+10.68%		--		1.10		5123094600	134983860000	2253639200000	1977209100000
光刻机		-3.32%		-0.00%		-0.00%		-3.50		-1986028900	1		6		41		赛微电子	+1.11%		+4.25%		+9.43%		--		--		+8.74%		--		0.91		893570480	39211231000	784589520000	626626460000
碳纤维		-3.34%		+0.01%		+0.01%		-1.95		-1699963400	1		9		65		特变电工	+4.19%		+7.93%		+15.50%		--		--		+10.30%		--		1.14		3700637800	76276126000	1398450700000	1300663060000
低空经济	-3.36%		+0.00%		+0.00%		-3.71		-43737778000	4		58		406		天银机电	+4.74%		+9.58%		+14.83%		--		--		+14.30%		--		1.19		25837921000	555372730000	9178059400000	8023526300000
存储芯片	-3.37%		-0.00%		-0.00%		-5.47		-14853716000	1		14		149		帝科股份	+2.69%		+8.27%		+12.72%		--		--		+13.77%		--		0.94		5277619500	224105290000	6189513000000	4529303900000
太赫兹		-3.46%		-0.03%		-0.03%		-15.62		-7798527400	1		4		17		天银机电	+9.24%		+17.21%		+25.95%		--		--		+21.78%		--		1.05		3189965700	80555211000	697570830000	601563030000
WiFi 6		-3.49%		+0.02%		+0.02%		-3.92		-5938723000	1		9		48		电科芯片	+5.17%		+8.99%		+13.53%		--		--		+13.04%		--		1.36		2522446800	89912142000	1081263120000	966339380000
柔性屏(折叠屏)	-3.51%		+0.02%		+0.02%		-2.30		-9326503100	0		8		95		晶华新材	+1.43%		+5.62%		+11.65%		--		--		+9.43%		--		0.95		6154381900	108090640000	1880414000000	1705248900000
无人机		-3.57%		+0.00%		+0.01%		-5.63		-38593761000	3		52		385		天银机电	+4.45%		+9.31%		+14.41%		--		--		+12.79%		--		1.12		21260116000	527856560000	8239849600000	7125289800000
光纤概念	-3.65%		-0.00%		+0.00%		-4.00		-9158226400	0		11		72		陕西华达	+4.27%		+6.50%		+10.13%		--		--		+11.87%		--		1.15		5625333200	136458740000	2383991800000	2180818700000
共封装光学(CPO)	-3.66%		-0.01%		-0.01%		-5.12		-24168970000	0		13		132		陕西华达	+1.66%		+4.12%		+7.92%		--		--		+8.38%		--		1.16		7215376500	297419920000	6791774700000	6375440900000
铜缆高速连接	-3.67%		-0.05%		-0.04%		-5.81		-7741499500	0		4		40		陕西华达	+2.05%		+4.04%		+10.83%		--		--		+8.69%		--		1.13		2527260500	75811658000	1317127320000	1180615280000
同花顺果指数	-3.69%		+0.05%		+0.05%		-2.20		-9816737200	0		1		18		鹏鼎控股	-0.00%		+4.50%		+8.65%		--		--		+7.34%		--		0.99		3050167900	88993695000	2875517700000	2791378000000
F5G概念		-3.77%		+0.02%		+0.02%		-2.13		-6216145800	0		4		33		兆驰股份	+2.76%		+3.61%		+6.30%		--		--		+9.21%		--		1.33		2066612800	89156763000	1519129700000	1465885600000
量子科技	-3.80%		+0.02%		+0.02%		-3.68		-16485893000	0		10		89		陕西华达	+6.68%		+11.43%		+14.55%		--		--		+16.14%		--		1.30		6487869900	169426590000	5321233600000	2892303700000
军工		-3.85%		-0.02%		-0.02%		-5.19		-50921364000	6		81		510		天银机电	+5.77%		+9.68%		+15.45%		--		--		+14.13%		--		1.12		32075162000	690639430000	10055979200000	8899355100000
可控核聚变	-4.14%		-0.04%		-0.04%		-2.25		-10296032200	2		17		86		东南网架	+7.89%		+11.05%		+16.23%		--		--		+17.23%		--		1.15		9385130100	153187450000	2564142200000	2380414000000
军民融合	-4.54%		-0.01%		-0.01%		-7.94		-28373416000	1		27		212		天银机电	+5.79%		+10.79%		+17.25%		--		--		+15.64%		--		1.14		15994739000	346967450000	4501062700000	4012931400000
军工信息化	-4.54%		-0.00%		+0.00%		-13.35		-16106951000	3		17		89		天银机电	+10.44%		+17.32%		+23.74%		--		--		+23.18%		--		1.15		7374172200	177730810000	1555238900000	1422871500000
大飞机		-4.70%		+0.02%		+0.02%		-4.70		-13717130000	1		19		126		海格通信	+5.02%		+10.27%		+18.02%		--		--		+14.22%		--		1.07		9778151400	226415560000	3464998800000	3030404100000
国产航母	-4.70%		+0.02%		+0.02%		-4.15		-3942262600	2		5		31		海格通信	+6.27%		+14.52%		+21.51%		--		--		+18.93%		--		1.12		3585103800	85888880000	1417361000000	1359423400000
卫星导航	-4.71%		-0.01%		-0.01%		-7.05		-33068140000	5		36		221		天银机电	+8.67%		+14.97%		+22.99%		--		--		+21.06%		--		1.16		17439428000	461532320000	4860640700000	4250978800000
航空发动机	-5.02%		-0.03%		-0.03%		-4.97		-6708486700	1		7		88		海格通信	+5.07%		+10.29%		+16.77%		--		--		+14.43%		--		1.12		5602702900	128224528000	1831053400000	1681666800000
商业航天	-5.04%		-0.01%		-0.01%		-6.29		-60809251000	7		51		373		灿能电力	+8.26%		+14.23%		+23.43%		--		--		+21.61%		--		1.21		30478037000	752498380000	9755001300000	8548282700000
成飞概念	-5.12%		-0.01%		-0.01%		-2.12		-1139865000	1		3		40		海格通信	+3.72%		+6.99%		+13.13%		--		--		+12.06%		--		0.96		1934297900	43928371000	692581340000	458564450000
